"step","type","amount","name_orig","oldbalance_org","newbalance_orig","name_dest","oldbalance_dest","newbalance_dest","is_fraud","Class","type_numeric"
237,"CASH_OUT",194843.31,"C1740190898",51538,0,"C1802219360",2131337.53,2326180.84,"0","0",2
140,"CASH_OUT",130698.7,"C1846622531",171988,41289.3,"C2025190993",0,130698.7,"0","0",2
394,"CASH_OUT",249863.15,"C1124325033",1169,0,"C1074007984",2058066.42,2307929.57,"0","0",2
346,"CASH_OUT",264944.57,"C773001670",5073,0,"C46423377",1151399.01,1416343.58,"0","0",2
353,"CASH_OUT",135217.79,"C1963476105",524,0,"C717842434",910535.17,1045752.97,"0","0",2
130,"CASH_OUT",346413.09,"C1638727083",0,0,"C2029377261",8760716.72,9107129.82,"0","0",2
718,"CASH_OUT",31246.6,"C738635304",950314,919067.4,"C1488132516",345215.05,376461.65,"0","0",2
40,"CASH_OUT",323175.54,"C1369723326",15229,0,"C685631292",257126.61,580302.15,"0","0",2
378,"TRANSFER",2239942.36,"C1073312686",0,0,"C1453128758",3858665.91,6098608.27,"0","0",1
17,"TRANSFER",112435,"C1789406117",0,0,"C431687661",736617.41,696949.64,"0","0",1
401,"CASH_OUT",539586.45,"C1938929465",0,0,"C979743744",1029423.72,1569010.17,"0","0",2
322,"CASH_OUT",200616.59,"C1811205358",0,0,"C122892821",1171150.81,1371767.4,"0","0",2
327,"CASH_OUT",182171.44,"C1156627310",4685,0,"C1470718920",278106.86,460278.3,"0","0",2
287,"CASH_OUT",456571.01,"C1159713739",0,0,"C1619875418",1567908.48,2024479.49,"0","0",2
180,"CASH_OUT",38903.32,"C428313608",10582,0,"C1929406239",189442.5,228345.82,"0","0",2
178,"TRANSFER",1662758.14,"C1701465842",21057,0,"C579878071",46395.36,1709153.5,"0","0",1
279,"CASH_OUT",51028.86,"C1679803499",0,0,"C1315131300",293747.96,344776.82,"0","0",2
156,"CASH_OUT",420684.47,"C1696334177",0,0,"C1860872624",11876588.77,12297273.24,"0","0",2
165,"CASH_OUT",190848.81,"C1606554103",0,0,"C1138440272",429494.04,620342.85,"0","0",2
155,"TRANSFER",1760631.02,"C1226797156",652559,0,"C248195523",200062.9,1858788.73,"0","0",1
380,"CASH_OUT",108588.18,"C664761910",54410,0,"C254515783",451745.05,560333.23,"0","0",2
231,"CASH_OUT",277057.55,"C1005383057",5501,0,"C1812033474",0,277057.55,"0","0",2
134,"TRANSFER",293116.69,"C304022850",136347,0,"C1261804945",19390.18,312506.87,"0","0",1
37,"CASH_OUT",14049.94,"C1446842400",43332,29282.06,"C213360872",773066.83,787116.77,"0","0",2
19,"CASH_OUT",30728.09,"C779923227",0,0,"C1930601982",445690.76,476418.85,"0","0",2
134,"CASH_OUT",226775.47,"C866629563",5162,0,"C2027497664",2514967.33,2741742.8,"0","0",2
328,"CASH_OUT",196155.98,"C659322139",50529,0,"C464909865",0,196155.98,"0","0",2
139,"CASH_OUT",367256.07,"C2137187030",0,0,"C1360274601",2169557.27,2536813.34,"0","0",2
187,"TRANSFER",520219.81,"C1479592939",0,0,"C1716740294",2265963.13,2869451.49,"0","0",1
185,"CASH_OUT",25597.27,"C1087274945",0,0,"C929597679",3321534.9,3347132.17,"0","0",2
335,"CASH_OUT",223847.25,"C1571090627",0,0,"C1944095962",2912897.41,3136744.66,"0","0",2
378,"CASH_OUT",156879.43,"C590310411",49311,0,"C1487686000",61792032.15,62003265.83,"0","0",2
9,"CASH_OUT",42992.33,"C815562607",298117,255124.67,"C1459119309",7070,50062.33,"0","0",2
145,"CASH_OUT",125810.31,"C930111041",0,0,"C63426199",577747.17,703557.48,"0","0",2
351,"CASH_OUT",107356.94,"C759530283",0,0,"C1955367546",3910876.28,4018233.21,"0","0",2
403,"TRANSFER",124845.35,"C1726393320",58369,0,"C1382315528",0,124845.35,"0","0",1
356,"TRANSFER",1265140.37,"C1178746477",41429,0,"C632186177",1233365.34,2498505.71,"0","0",1
395,"CASH_OUT",12525.52,"C1304602946",0,0,"C510537842",2228044.65,2240570.17,"0","0",2
12,"CASH_OUT",115129.8,"C528997954",0,0,"C425542772",220386.77,280164.86,"0","0",2
275,"TRANSFER",65695.93,"C1151649919",0,0,"C2093144207",1994822.03,2060517.96,"0","0",1
253,"CASH_OUT",62371.35,"C2014637420",10185,0,"C1316790090",171058.86,233430.21,"0","0",2
588,"CASH_OUT",305234.19,"C1595045951",0,0,"C998453840",663256.86,968491.05,"0","0",2
449,"CASH_OUT",64099.02,"C500908397",6054,0,"C785262656",162939.37,227038.38,"0","0",2
283,"CASH_OUT",75003.92,"C19559770",0,0,"C1957552194",827596.69,902600.61,"0","0",2
226,"CASH_OUT",93363.85,"C1992591953",0,0,"C1474798908",194275.75,287639.6,"0","0",2
182,"CASH_OUT",527170.92,"C359047628",6362,0,"C806029005",2538483.38,3065654.3,"0","0",2
285,"TRANSFER",814794.09,"C1125052673",0,0,"C1455799687",1181790.61,1996584.7,"0","0",1
14,"CASH_OUT",513760.24,"C1024264319",37502,0,"C2035200721",0,435038.31,"0","0",2
11,"CASH_OUT",273896.54,"C614691555",50324,0,"C1658942503",0,273896.54,"0","0",2
203,"TRANSFER",325906.65,"C36437538",0,0,"C729263178",10934848.81,11260755.46,"0","0",1
230,"CASH_OUT",324863.52,"C1593776912",30845,0,"C1694815683",416296.41,741159.93,"0","0",2
282,"CASH_OUT",155713.04,"C544353896",11430,0,"C753335640",0,155713.04,"0","0",2
34,"CASH_OUT",254311.19,"C1360041646",14077,0,"C1759823341",323965.34,663410.96,"0","0",2
179,"CASH_OUT",47834,"C899228619",11469,0,"C1582867874",0,47834,"0","0",2
24,"CASH_OUT",278832.9,"C1762966842",0,0,"C108034745",5904214.88,6183047.78,"0","0",2
283,"CASH_OUT",119403.17,"C1926561478",846,0,"C382400095",3649107.29,3768510.46,"0","0",2
42,"CASH_OUT",434668.14,"C698283696",51274,0,"C1444784913",712055.12,1146723.25,"0","0",2
133,"TRANSFER",841855.85,"C1890736700",190075.77,0,"C1798186192",4661508.84,5503364.69,"0","0",1
180,"CASH_OUT",410692.4,"C1482125582",20436,0,"C1901773517",62439.91,473132.31,"0","0",2
39,"CASH_OUT",244010.4,"C1942140205",10947,0,"C477366163",509024.02,753034.42,"0","0",2
252,"CASH_OUT",87209.33,"C243897505",0,0,"C497482656",319113.27,19525.35,"0","0",2
132,"CASH_OUT",195098.94,"C1345192479",11557,0,"C2116151713",1186115.29,1381214.23,"0","0",2
208,"CASH_OUT",39690.05,"C1629995402",0,0,"C1727690883",1468112.97,1507803.02,"0","0",2
255,"CASH_OUT",59998.53,"C1290461913",50787,0,"C1283408827",0,59998.53,"0","0",2
327,"TRANSFER",7523077.06,"C2023895982",414158.06,0,"C57139952",10993850.67,18516927.73,"0","0",1
354,"CASH_OUT",367336.83,"C1893740890",58,0,"C1577992208",604265.2,971602.03,"0","0",2
304,"CASH_OUT",159927.09,"C360956769",0,0,"C993699645",272129.01,432056.1,"0","0",2
240,"CASH_OUT",157754.46,"C1109180293",159077,1322.54,"C1023198453",873940.71,1031695.17,"0","0",2
129,"CASH_OUT",269475.88,"C189843878",146368,0,"C720511109",0,517760.2,"0","0",2
373,"CASH_OUT",77859.89,"C263407539",82159,4299.11,"C211534748",421021.26,273172.26,"0","0",2
283,"CASH_OUT",210669.23,"C262416003",3937,0,"C312770263",1301429.22,1512098.45,"0","0",2
12,"CASH_OUT",249296.79,"C445198674",0,0,"C258739874",516445,1137839.61,"0","0",2
164,"TRANSFER",50729.98,"C2045531266",14244,0,"C1070826164",88643.2,139373.19,"0","0",1
372,"CASH_OUT",82681.09,"C423230093",15569,0,"C1082148871",5185139.16,5267820.25,"0","0",2
305,"CASH_OUT",101502.22,"C1349547097",23484,0,"C1618388016",0,101502.22,"0","0",2
34,"TRANSFER",13545.45,"C2109939150",0,0,"C1947087173",495793.65,474608.48,"0","0",1
401,"CASH_OUT",165483.2,"C170906668",76993,0,"C749223338",253952.91,419436.11,"0","0",2
546,"CASH_OUT",249276.6,"C993045739",669,0,"C2002544489",284273.97,533550.57,"0","0",2
329,"TRANSFER",1099441.53,"C1823547772",28232,0,"C141240265",0,1099441.53,"0","0",1
180,"CASH_OUT",55768.86,"C1651075069",29862,0,"C395723305",717129.69,772898.55,"0","0",2
13,"CASH_OUT",371720.65,"C676268094",538,0,"C1628494807",177609.6,549330.26,"0","0",2
304,"CASH_OUT",268685.12,"C1972428106",0,0,"C1715231929",5201232.83,5469917.95,"0","0",2
153,"CASH_OUT",362109.14,"C874893182",10280.23,0,"C1141125281",3932712.8,4294821.94,"0","0",2
405,"CASH_OUT",103087.4,"C1151576635",0,0,"C596239313",129629.58,232716.98,"0","0",2
301,"TRANSFER",710760.58,"C1617342324",160984,0,"C513850882",5824903.82,6535664.4,"0","0",1
301,"CASH_OUT",115968.77,"C1054004440",106858,0,"C501085494",578156.6,694125.37,"0","0",2
284,"CASH_OUT",164949.67,"C1620738349",314730,149780.33,"C1897751860",8201.33,173151,"0","0",2
260,"CASH_OUT",272392.53,"C1834158116",41632,0,"C117766902",300153.14,572545.67,"0","0",2
163,"CASH_OUT",436287.32,"C1154444421",0,0,"C223562184",436808.87,873096.19,"0","0",2
400,"CASH_OUT",226481.77,"C723191789",224771,0,"C727967593",2363990.81,2590472.58,"0","0",2
355,"CASH_OUT",215966.98,"C2057994043",0,0,"C794464536",770832.81,986799.79,"0","0",2
346,"CASH_OUT",48733.99,"C491923878",0,0,"C1418596100",12845915.82,12894649.82,"0","0",2
208,"CASH_OUT",156674.94,"C1745431276",0,0,"C1004116292",6299569.28,6456244.21,"0","0",2
310,"TRANSFER",17064.66,"C1582729729",0,0,"C238117576",754796.79,771861.45,"0","0",1
251,"CASH_OUT",19261.29,"C1990892892",0,0,"C1359821203",422222.57,441483.86,"0","0",2
306,"TRANSFER",15919138.92,"C1492622562",0,0,"C182468868",28884712.6,44803851.52,"0","0",1
308,"CASH_OUT",275278.6,"C1505443711",0,0,"C1353512285",9472766.94,9748045.53,"0","0",2
307,"CASH_OUT",30069.44,"C1640477936",0,0,"C1316471336",42582.65,72652.09,"0","0",2
302,"CASH_OUT",137472.65,"C1080883375",0,0,"C1244126423",166258.57,303731.21,"0","0",2
274,"TRANSFER",54431.09,"C922673523",0,0,"C1455229400",169467.2,223898.29,"0","0",1
177,"CASH_OUT",131499.08,"C1307542146",0,0,"C576439993",868228.26,999727.34,"0","0",2
279,"CASH_OUT",133035.57,"C472097596",0,0,"C560177581",366250.18,499285.75,"0","0",2
15,"CASH_OUT",51588.1,"C1671624563",20947,0,"C1468872772",0,51588.1,"0","0",2
281,"CASH_OUT",280066.71,"C813912362",0,0,"C424557050",287691.96,567758.68,"0","0",2
251,"CASH_OUT",172083.21,"C408715937",0,0,"C1344470578",270200.46,442283.67,"0","0",2
274,"CASH_OUT",99647.21,"C1424422826",0,0,"C1262734283",142410.39,242057.6,"0","0",2
396,"CASH_OUT",80501.63,"C478042964",160,0,"C606925426",79579.5,160081.13,"0","0",2
573,"TRANSFER",1373557.45,"C562343835",0,0,"C314245922",14150898.22,15524455.67,"0","0",1
355,"CASH_OUT",213923.85,"C1491783165",68079,0,"C935737062",321413,535336.86,"0","0",2
228,"CASH_OUT",15011.81,"C1547106445",0,0,"C1727902324",270807.15,285818.96,"0","0",2
11,"CASH_OUT",13812.26,"C1779883085",0,0,"C861176564",411064.31,424876.57,"0","0",2
335,"CASH_OUT",31811.69,"C2050235758",7065,0,"C1466866248",4423637.46,4455449.15,"0","0",2
327,"CASH_OUT",11946.95,"C1643977171",0,0,"C275400067",95643.14,107590.09,"0","0",2
299,"TRANSFER",121696.13,"C2134116448",0,0,"C236072951",544502.18,666198.31,"0","0",1
404,"CASH_OUT",72948.32,"C1303452618",10663,0,"C1648887483",281612.93,354561.26,"0","0",2
228,"CASH_OUT",43996.38,"C322236979",3622,0,"C798005512",2433796.31,2477792.7,"0","0",2
19,"CASH_OUT",13788.98,"C988413541",0,0,"C1789278476",805884.1,819673.07,"0","0",2
514,"CASH_OUT",455752.87,"C1327956538",28732,0,"C580564800",109551.38,565304.25,"0","0",2
346,"CASH_OUT",157347.98,"C944146251",50187,0,"C1644591918",0,157347.98,"0","0",2
375,"CASH_OUT",66291.28,"C1874157821",0,0,"C1409353458",667875.64,734166.92,"0","0",2
324,"TRANSFER",500133.93,"C1847338058",103050,0,"C470883472",0,500133.93,"0","0",1
39,"CASH_OUT",11089.38,"C1337206405",0,0,"C569246131",758759.22,769848.6,"0","0",2
374,"CASH_OUT",133700.03,"C247680512",0,0,"C1020976248",308167.88,441867.92,"0","0",2
189,"CASH_OUT",100141.19,"C1474575524",0,0,"C1620621230",480727.55,333179.13,"0","0",2
182,"CASH_OUT",408384.24,"C1923127494",14025,0,"C1177670150",1336224.27,1744608.51,"0","0",2
402,"CASH_OUT",360636.56,"C462069767",97622,0,"C1782626185",0,360636.56,"0","0",2
119,"CASH_OUT",278445.03,"C1164697273",0,0,"C2047630458",2620706.32,2899151.35,"0","0",2
404,"TRANSFER",1769.68,"C827562920",325842.46,324072.78,"C272936322",46946433.1,46948202.78,"0","0",1
211,"CASH_OUT",58228.11,"C1776786349",5058,0,"C106113435",6957.5,65185.61,"0","0",2
330,"TRANSFER",19248.42,"C817244411",0,0,"C342289340",8500713.34,8519961.76,"0","0",1
34,"CASH_OUT",333669.72,"C1256710069",0,0,"C2135018843",870030.15,1203699.88,"0","0",2
36,"CASH_OUT",259801.04,"C1584078914",421890,162088.96,"C1726923568",192692.53,452493.57,"0","0",2
403,"TRANSFER",206759.95,"C922133038",9091,0,"C2025236630",172630.33,379390.28,"0","0",1
159,"CASH_OUT",112685.51,"C31841452",0,0,"C739669739",130179.7,242865.21,"0","0",2
695,"CASH_OUT",1636.73,"C1575735701",0,0,"C991549626",2911943.59,2913580.33,"0","0",2
13,"CASH_OUT",191546.36,"C1087339794",0,0,"C202101281",1786689.22,0,"0","0",2
203,"CASH_OUT",155602.96,"C480688185",259,0,"C1074919024",430458.81,586061.77,"0","0",2
46,"TRANSFER",1291378.66,"C807094785",0,0,"C1293978242",3481563.03,4772941.69,"0","0",1
132,"CASH_OUT",334692.21,"C1595075579",53277,0,"C679618190",0,334692.21,"0","0",2
350,"CASH_OUT",218495.57,"C2117417844",0,0,"C1391020465",274351.07,492846.64,"0","0",2
190,"CASH_OUT",161658.11,"C929388513",12047,0,"C352451421",0,161658.11,"0","0",2
44,"CASH_OUT",126273.49,"C1885919521",85046.81,0,"C1114316195",667422.19,793695.69,"0","0",2
33,"CASH_OUT",79862.52,"C399814983",0,0,"C1661785480",422921.43,502783.96,"0","0",2
261,"CASH_OUT",60822.98,"C914782796",74897,14074.02,"C821076269",100963.07,161786.05,"0","0",2
276,"CASH_OUT",63344.12,"C1392472387",224454,161109.88,"C2075861975",2832742.59,2896086.71,"0","0",2
44,"CASH_OUT",9828.44,"C1232131408",141475.98,131647.55,"C798358419",56999.86,66828.29,"0","0",2
590,"CASH_OUT",117682.53,"C1747683968",0,0,"C827463706",531737.92,649420.45,"0","0",2
141,"TRANSFER",85852.45,"C1905268476",22798,0,"C1182865934",546903.71,632756.16,"0","0",1
275,"TRANSFER",227165.31,"C338895653",0,0,"C1693022440",491453.56,718618.87,"0","0",1
14,"CASH_OUT",324056.44,"C81208679",0,0,"C2093094872",1511351.22,2505807.72,"0","0",2
332,"CASH_OUT",156476.7,"C1436939251",51793,0,"C1111392941",302448,3618133.44,"0","0",2
375,"CASH_OUT",135144.56,"C160480932",0,0,"C995072681",2220204.72,2355349.27,"0","0",2
181,"CASH_OUT",43730.23,"C900605140",632,0,"C334166750",0,43730.23,"0","0",2
661,"CASH_OUT",256298.89,"C290100060",0,0,"C1816726493",1952228.41,2208527.31,"0","0",2
210,"CASH_OUT",82910.1,"C1345973050",17454,0,"C2047376708",6477822.91,6560733.01,"0","0",2
305,"CASH_OUT",326589.8,"C640265834",30431,0,"C1869900308",0,326589.8,"0","0",2
259,"CASH_OUT",21961.29,"C215827387",0,0,"C1926343982",4219685.25,4241646.54,"0","0",2
401,"CASH_OUT",80912.54,"C364467674",0,0,"C587711244",353210.02,434122.56,"0","0",2
321,"CASH_OUT",205564.79,"C1043879142",1360,0,"C103933113",1618305.71,1823870.5,"0","0",2
206,"CASH_OUT",158320.78,"C600583274",24901.24,0,"C1143794482",158982.27,317303.05,"0","0",2
251,"CASH_OUT",391201.14,"C434972628",352749.06,0,"C1933549839",643920.68,1035121.82,"0","0",2
325,"CASH_OUT",10042.97,"C913251484",161685,151642.03,"C83504257",162349.11,172392.08,"0","0",2
46,"CASH_OUT",144070.03,"C839498308",0,0,"C1434218975",151914.86,295984.89,"0","0",2
451,"CASH_OUT",119995.51,"C255817041",0,0,"C499498529",680621.92,800617.43,"0","0",2
279,"CASH_OUT",243952.68,"C1791427142",0,0,"C469262180",1401619.27,1645571.95,"0","0",2
14,"CASH_OUT",150710.57,"C468194426",314931.27,164220.7,"C590333606",844094.73,1131808.11,"0","0",2
162,"CASH_OUT",298131.18,"C381455416",52927,0,"C1087046640",0,298131.18,"0","0",2
164,"CASH_OUT",19742.92,"C328835037",0,0,"C197991751",1309070.05,1328812.97,"0","0",2
299,"TRANSFER",1311855.79,"C347971629",0,0,"C995089358",7820003.37,9131859.17,"0","0",1
305,"CASH_OUT",278685.41,"C48704509",426439,147753.59,"C84896589",27777.54,306462.95,"0","0",2
186,"CASH_OUT",33625.02,"C362699331",940.85,0,"C1144527317",634127.83,667752.85,"0","0",2
371,"CASH_OUT",305435.68,"C2049110855",0,0,"C1602594429",737094.03,1042529.71,"0","0",2
619,"CASH_OUT",249258.37,"C2033816553",0,0,"C142912477",2476040.4,2725298.78,"0","0",2
324,"CASH_OUT",278961.03,"C746721755",0,0,"C1268693750",15888646.25,16167607.28,"0","0",2
18,"TRANSFER",645233.52,"C1994998269",0,0,"C881679971",2643144.72,4690655.46,"0","0",1
688,"CASH_OUT",207529.77,"C1732377642",31544.76,0,"C383505874",431509.58,639039.35,"0","0",2
380,"TRANSFER",243979.92,"C627831353",0,0,"C1799734746",364889.57,608869.48,"0","0",1
179,"CASH_OUT",301653.06,"C962357942",0,0,"C1019670582",12882193.27,13183846.33,"0","0",2
33,"TRANSFER",232722.41,"C748575201",0,0,"C1919277981",403501.7,636224.11,"0","0",1
18,"CASH_OUT",75845.8,"C1420833179",11467,0,"C1130179838",4733505.63,6611848.38,"0","0",2
205,"CASH_OUT",65750.07,"C249860523",1154,0,"C374039110",0,65750.07,"0","0",2
404,"CASH_OUT",33222.78,"C1613838643",106175,72952.22,"C523471730",1505041.72,1538264.5,"0","0",2
259,"CASH_OUT",20218.28,"C354730260",31689,11470.72,"C2061851848",0,20218.28,"0","0",2
284,"CASH_OUT",186141.72,"C1320337655",0,0,"C537611787",1376658.62,1562800.33,"0","0",2
155,"CASH_OUT",65901.67,"C1194870649",0,0,"C577330360",658501.02,724402.68,"0","0",2
140,"CASH_OUT",192856.84,"C1587147222",0,0,"C1048446970",367647.23,560504.08,"0","0",2
334,"CASH_OUT",76585.1,"C2031407145",0,0,"C2110472743",1606322.44,1682907.54,"0","0",2
277,"CASH_OUT",51447.28,"C80948265",54893,3445.72,"C1806509882",0,51447.28,"0","0",2
165,"CASH_OUT",95297.43,"C693872190",0,0,"C1489757077",2219716.76,2315014.19,"0","0",2
518,"TRANSFER",876818.2,"C1796821373",101596,0,"C1479792187",39843.99,916662.18,"0","0",1
351,"TRANSFER",476290.96,"C27699623",5027,0,"C123052456",0,476290.96,"0","0",1
8,"CASH_OUT",245913.05,"C621535792",0,0,"C935808590",17801282.51,18381668.73,"0","0",2
156,"TRANSFER",397073.03,"C1716461099",40280,0,"C475827581",298780.09,695853.12,"0","0",1
249,"CASH_OUT",319491.08,"C513825835",14052,0,"C1338159088",0,319491.08,"0","0",2
238,"CASH_OUT",247400.92,"C1580943276",0,0,"C324641091",2013432.01,2260832.93,"0","0",2
347,"CASH_OUT",96807.32,"C450487813",0,0,"C1837181289",572660.36,669467.68,"0","0",2
326,"CASH_OUT",317765.54,"C527682026",0,0,"C603192895",1323920.48,1641686.03,"0","0",2
181,"CASH_OUT",339852.81,"C1711962720",0,0,"C217922879",700391.16,1040243.97,"0","0",2
44,"CASH_OUT",101411.5,"C975360832",14200,0,"C279976767",4802097.54,4903509.04,"0","0",2
426,"CASH_OUT",400324.56,"C867098954",30542,0,"C181611317",117410.35,517734.91,"0","0",2
304,"CASH_OUT",65841.23,"C1191144504",0,0,"C161722492",284250.28,350091.5,"0","0",2
34,"CASH_OUT",108916.36,"C65342234",382093.85,273177.49,"C1133654488",189682.44,298598.79,"0","0",2
282,"CASH_OUT",101443.64,"C1507120651",141539,40095.36,"C977949625",235793.12,337236.77,"0","0",2
19,"CASH_OUT",41237.28,"C1944357359",30051.02,0,"C113395220",88478.56,129715.84,"0","0",2
34,"CASH_OUT",951999.8,"C634949855",0,0,"C847115911",2222135.04,3727274.65,"0","0",2
183,"CASH_OUT",261428.5,"C2043790099",932,0,"C1726612526",26226.95,287655.46,"0","0",2
313,"CASH_OUT",186062.6,"C1978554124",0,0,"C549898778",318102.11,504164.71,"0","0",2
298,"TRANSFER",952690.23,"C2123454378",0,0,"C530825944",1402320.23,2355010.45,"0","0",1
43,"CASH_OUT",5810.52,"C1272295992",36119,30308.48,"C1466405258",1530729.24,1536539.76,"0","0",2
305,"CASH_OUT",125618.51,"C477323409",0,0,"C705058088",541935.3,667553.81,"0","0",2
274,"CASH_OUT",91446.54,"C305572262",545,0,"C1360151445",516665.76,608112.3,"0","0",2
156,"CASH_OUT",330902.64,"C4312005",17515,0,"C1261573678",7924775.16,8255677.8,"0","0",2
161,"CASH_OUT",304668.32,"C1538876725",147368,0,"C2145244494",584455.61,889123.92,"0","0",2
305,"CASH_OUT",358766.3,"C190033242",0,0,"C1860139360",3387654.24,3746420.54,"0","0",2
251,"CASH_OUT",118005.18,"C2054509382",31494,0,"C1949230493",194105.63,312110.81,"0","0",2
330,"CASH_OUT",60074.87,"C73017941",0,0,"C757147802",321553.97,381628.84,"0","0",2
133,"CASH_OUT",19102.52,"C852836912",0,0,"C2012903824",1242981.93,1262084.45,"0","0",2
688,"CASH_OUT",61122.91,"C1788706317",1031,0,"C290887234",323908.73,385031.64,"0","0",2
371,"TRANSFER",165997.26,"C394899111",0,0,"C414718454",960883.35,1126880.61,"0","0",1
210,"CASH_OUT",220096.8,"C1424639265",331,0,"C203453713",4726306.83,4946403.63,"0","0",2
134,"CASH_OUT",396973.42,"C1759406343",0,0,"C399011532",2098814.07,2495787.49,"0","0",2
350,"TRANSFER",487063.65,"C391391492",0,0,"C1668404793",4122336.6,4609400.24,"0","0",1
307,"CASH_OUT",189580.23,"C928135060",503450,313869.77,"C1239063802",32294.96,221875.18,"0","0",2
137,"CASH_OUT",15805.75,"C389233561",0,0,"C1804163832",1114378.37,1130184.12,"0","0",2
307,"CASH_OUT",321257.83,"C699847011",0,0,"C254977793",6270587.04,6591844.87,"0","0",2
135,"CASH_OUT",72072.52,"C2041645743",107648,35575.48,"C317911893",1016.32,73088.84,"0","0",2
187,"CASH_OUT",82169.06,"C1970192937",574882,492712.94,"C14576684",3293396.91,3375565.97,"0","0",2
20,"CASH_OUT",226552.83,"C1707330402",0,0,"C124431540",309200.28,535753.11,"0","0",2
186,"CASH_OUT",599.46,"C1964313719",11223,10623.54,"C9220737",96104.96,12269.29,"0","0",2
164,"TRANSFER",102224.69,"C1671443791",0,0,"C1157006435",265149.78,367374.47,"0","0",1
94,"TRANSFER",118639.88,"C989901547",32342,0,"C1204238696",50407,169046.88,"0","0",1
212,"CASH_OUT",232793.05,"C551738131",5937,0,"C1206868531",8204316.93,8437109.98,"0","0",2
686,"CASH_OUT",278292.1,"C580219110",160,0,"C990570083",148576.5,426868.6,"0","0",2
180,"CASH_OUT",319104.56,"C416125947",956728,637623.44,"C397646235",9015.36,328119.92,"0","0",2
11,"CASH_OUT",287234.61,"C1262222189",0,0,"C2052818241",345081.2,0,"0","0",2
356,"CASH_OUT",55122.45,"C2138987873",16234,0,"C1818616733",759628.96,814751.41,"0","0",2
384,"CASH_OUT",48161.2,"C1658536724",0,0,"C418969510",910071.82,958233.02,"0","0",2
45,"TRANSFER",1851382.84,"C1841473799",0,0,"C442042163",2489144.81,4340527.65,"0","0",1
17,"CASH_OUT",128992.49,"C1646212018",0,0,"C1434444207",345426.39,474418.88,"0","0",2
255,"TRANSFER",273764.43,"C179403169",300,0,"C1672919830",0,273764.43,"0","0",1
40,"TRANSFER",1065225.25,"C1330392228",10478,0,"C1447131136",3941228.54,5006453.78,"0","0",1
326,"TRANSFER",27027.05,"C727794682",0,0,"C1530802023",85276.57,112303.62,"0","0",1
305,"CASH_OUT",34255.76,"C1287225992",11256,0,"C19440760",516649.47,550905.24,"0","0",2
180,"CASH_OUT",81651.79,"C2000821872",0,0,"C1271568589",162984.23,244636.03,"0","0",2
136,"CASH_OUT",303304.84,"C1241944700",11683,0,"C924469014",1064349.4,1367654.24,"0","0",2
137,"CASH_OUT",273421.98,"C119445975",31341,0,"C1548635602",211244.96,484666.94,"0","0",2
158,"CASH_OUT",92531.77,"C7305877",0,0,"C568704195",273170.53,137332.92,"0","0",2
258,"TRANSFER",49235.31,"C1243405264",0,0,"C121521821",2739238.68,2788473.99,"0","0",1
398,"CASH_OUT",64704.69,"C936430235",0,0,"C1285817337",345600.66,410305.35,"0","0",2
249,"TRANSFER",209862.2,"C1044578986",390,0,"C1242126717",0,209862.2,"0","0",1
324,"TRANSFER",732803.46,"C1848867079",0,0,"C71903241",2125149.2,2857952.67,"0","0",1
41,"CASH_OUT",132175.42,"C1569390334",0,0,"C1845208133",1909403.1,2041578.52,"0","0",2
16,"CASH_OUT",111845.52,"C442996197",0,0,"C1318362138",808219.9,920065.42,"0","0",2
304,"TRANSFER",1771964.36,"C1487290821",0,0,"C1854363800",12890360.02,14662324.38,"0","0",1
11,"CASH_OUT",371720.27,"C2132484538",0,0,"C1611607798",399168.04,1000346.62,"0","0",2
406,"CASH_OUT",35990.43,"C337286383",0,0,"C1363481483",1929152.96,1965143.39,"0","0",2
11,"CASH_OUT",139375.78,"C2138822501",14923,0,"C1436916426",25551.21,164926.99,"0","0",2
378,"CASH_OUT",108370.28,"C1269508403",0,0,"C878897930",1136828.51,1245198.8,"0","0",2
259,"CASH_OUT",195842.57,"C309031081",0,0,"C1971078307",253965.47,449808.04,"0","0",2
138,"CASH_OUT",161501.05,"C891878892",88747,0,"C142848875",2583568.68,2745069.73,"0","0",2
305,"CASH_OUT",265405.38,"C905473400",82704,0,"C796253354",434748.84,700154.22,"0","0",2
322,"CASH_OUT",244847.03,"C158576921",71114.53,0,"C1300482336",398664.18,643511.22,"0","0",2
15,"CASH_OUT",109966.91,"C1203092974",20345,0,"C1546192368",84826.76,264394.49,"0","0",2
129,"CASH_OUT",329713.38,"C1991054851",0,0,"C2136901259",1440813.16,1770526.54,"0","0",2
201,"CASH_OUT",144455.38,"C882420725",0,0,"C442430116",174219.08,318674.45,"0","0",2
373,"TRANSFER",476418.09,"C1167726997",0,0,"C913295395",2054431.14,2530849.23,"0","0",1
164,"CASH_OUT",136495.64,"C548454042",15297,0,"C1175839800",0,136495.64,"0","0",2
18,"CASH_OUT",125424.75,"C6221255",16239,0,"C381712486",32481.95,157906.71,"0","0",2
307,"CASH_OUT",66444.84,"C262107124",0,0,"C1920800999",578750.1,645194.95,"0","0",2
185,"TRANSFER",608848.22,"C2028250773",1075,0,"C191700852",470804.91,1079653.12,"0","0",1
307,"CASH_OUT",228305.99,"C1132543273",0,0,"C85777215",620271,848577,"0","0",2
354,"TRANSFER",438015,"C242803312",0,0,"C1986680032",945625.57,1383640.58,"0","0",1
